Spot_index,x,y
395,365.37555682656034,2706.33483384321
396,389.6213155952892,2674.588427391618
397,413.86707436401787,2642.8420209400256
398,438.1128331327466,2611.095614488433
399,462.35859190147534,2579.3492080368405
400,486.6043506702042,2547.6028015852485
401,510.8501094389329,2515.856395133656
402,535.0958682076615,2484.1099886820634
403,559.3416269763902,2452.363582230471
404,583.5873857451189,2420.6171757788784
405,607.8331445138477,2388.870769327286
406,632.0789032825764,2357.124362875694
407,656.3246620513054,2325.3779564241013
408,680.570420820034,2293.631549972509
409,704.8161795887627,2261.8851435209167
410,729.0619383574916,2230.138737069324
411,753.3076971262204,2198.392330617731
412,777.5534558949491,2166.645924166139
413,801.799214663678,2134.8995177145466
414,826.0449734324066,2103.153111262954
415,850.2907322011354,2071.4067048113616
416,874.5364909698645,2039.6602983597693
417,898.7822497385935,2007.9138919081763
418,923.028008507322,1976.1674854565845
419,947.273767276051,1944.421079004992
420,971.5195260447798,1912.6746725534
421,995.7652848135084,1880.9282661018071
422,1020.0110435822372,1849.1818596502148
423,1044.2568023509662,1817.4354531986223
424,1068.5025611196947,1785.6890467470298
425,1092.7483198884236,1753.9426402954375
426,1116.9940786571522,1722.196233843845
427,1141.2398374258808,1690.4498273922527
428,1165.4855961946098,1658.7034209406606
429,1189.7313549633386,1626.957014489068
430,1213.9771137320672,1595.2106080374754
431,1238.222872500796,1563.4642015858833
432,1262.4686312695248,1531.7177951342908
433,1286.7143900382537,1499.971388682698
434,1310.960148806982,1468.2249822311055
435,1335.2059075757109,1436.4785757795137
436,1359.45166634444,1404.732169327921
437,1383.6974251131685,1372.9857628763282
438,1407.943183881897,1341.239356424736
439,1432.188942650626,1309.4929499731436
440,1456.4347014193547,1277.746543521551
441,1480.6804601880835,1246.0001370699588
442,1504.9262189568124,1214.2537306183665
443,1529.1719777255412,1182.507324166774
444,1553.4177364942698,1150.7609177151817
445,1577.6634952629984,1119.0145112635892
446,1601.9092540317272,1087.2681048119966
447,1626.1550128004558,1055.5216983604046
448,1650.4007715691848,1023.7752919088118
449,1674.6465303379136,992.0288854572192
450,1698.892289106642,960.2824790056272
451,1723.1380478753708,928.5360725540346
452,1747.3838066441,896.789666102442
453,1771.6295654128287,865.0432596508496
454,1795.8753241815573,833.2968531992574
455,1820.121082950286,801.5504467476649
456,1844.3668417190147,769.8040402960723
457,1868.6126004877435,738.0576338444798
458,1892.858359256472,706.3112273928876
459,1917.1041180252007,674.5648209412955
460,1941.3498767939295,642.8184144897025
461,1965.5956355626588,611.0720080381103
462,1989.841394331388,579.3256015865182
463,253.3355735555444,2921.134948858969
464,277.58133232427315,2889.388542407377
465,301.8270910930019,2857.6421359557844
466,326.0728498617309,2825.8957295041923
467,350.31860863045944,2794.1493230526
468,374.5643673991882,2762.4029166010077
469,398.8101261679169,2730.6565101494148
470,423.05588493664567,2698.9101036978227
471,447.3016437053744,2667.16369724623
472,471.5474024741033,2635.4172907946377
473,495.793161242832,2603.670884343045
474,520.0389200115605,2571.924477891453
475,544.2846787802896,2540.178071439861
476,568.5304375490182,2508.431664988268
477,592.776196317747,2476.685258536676
478,617.0219550864758,2444.9388520850835
479,641.2677138552044,2413.192445633491
480,665.5134726239332,2381.446039181899
481,689.7592313926621,2349.6996327303063
482,714.0049901613908,2317.953226278714
483,738.2507489301196,2286.2068198271213
484,762.4965076988483,2254.460413375529
485,786.7422664675771,2222.714006923936
486,810.9880252363057,2190.967600472344
487,835.2337840050345,2159.221194020751
488,859.4795427737633,2127.4747875691587
489,883.725301542492,2095.728381117566
490,907.9710603112208,2063.981974665974
491,932.2168190799496,2032.2355682143816
492,956.462577848678,2000.489161762789
493,980.708336617407,1968.7427553111968
494,1004.9540953861356,1936.9963488596045
495,1029.1998541548644,1905.249942408012
496,1053.4456129235932,1873.50353595642
497,1077.691371692322,1841.7571295048272
498,1101.9371304610509,1810.0107230532344
499,1126.1828892297792,1778.2643166016423
500,1150.428647998508,1746.5179101500498
501,1174.674406767237,1714.7715036984573
502,1198.920165535966,1683.0250972468657
503,1223.1659243046947,1651.2786907952727
504,1247.4116830734238,1619.5322843436802
